variable_name,length,position,question_name,concept,question_text,universe,note,source,answer_categories_json
IPL_20,1.0,525,IPL_Q20,Reduced work hours due caregiving prior to past year - Lost benefits,"Did you lose some or all of your employment benefits because you reduced your weekly
hours?",IPL_10 = 1,,"General Social Survey, Caregiving and Care Receiving, 2018.","[{""variable_name"": ""IPL_20"", ""label"": ""Y es, some"", ""code"": ""1"", ""frequency"": ""249"", ""weighted_frequency"": ""254222"", ""percent"": ""0.8""}, {""variable_name"": ""IPL_20"", ""label"": ""Y es, all"", ""code"": ""2"", ""frequency"": ""99"", ""weighted_frequency"": ""88563"", ""percent"": ""0.3""}, {""variable_name"": ""IPL_20"", ""label"": ""No"", ""code"": ""3"", ""frequency"": ""679"", ""weighted_frequency"": ""699191"", ""percent"": ""2.3""}, {""variable_name"": ""IPL_20"", ""label"": ""Valid skip"", ""code"": ""6"", ""frequency"": ""19225"", ""weighted_frequency"": ""29707990"", ""percent"": ""96.6""}, {""variable_name"": ""IPL_20"", ""label"": ""Don't know"", ""code"": ""7"", ""frequency"": ""0"", ""weighted_frequency"": ""0"", ""percent"": ""0""}, {""variable_name"": ""IPL_20"", ""label"": ""Refusal"", ""code"": ""8"", ""frequency"": ""0"", ""weighted_frequency"": ""0"", ""percent"": ""0""}, {""variable_name"": ""IPL_20"", ""label"": ""Not stated"", ""code"": ""9"", ""frequency"": ""6"", ""weighted_frequency"": ""5218"", ""percent"": ""0.0""}]"
IPA_10,1.0,526,IPA_Q10,Leave due to caregiving resp. - Indicator - Prior to past 12 mos.,"Excluding the past 12 months, did you ever have to take a leave from a job because of
your caregiving responsibilities?",DV_PROXY = 2 and IPL_05 = 1,,"General Social Survey, Caregiving and Care Receiving, 2018.","[{""variable_name"": ""IPA_10"", ""label"": ""Y es"", ""code"": ""1"", ""frequency"": ""975"", ""weighted_frequency"": ""1042557"", ""percent"": ""3.4""}, {""variable_name"": ""IPA_10"", ""label"": ""No"", ""code"": ""2"", ""frequency"": ""2912"", ""weighted_frequency"": ""3024944"", ""percent"": ""9.8""}, {""variable_name"": ""IPA_10"", ""label"": ""Valid skip"", ""code"": ""6"", ""frequency"": ""16352"", ""weighted_frequency"": ""26671517"", ""percent"": ""86.7""}, {""variable_name"": ""IPA_10"", ""label"": ""Don't know"", ""code"": ""7"", ""frequency"": ""0"", ""weighted_frequency"": ""0"", ""percent"": ""0""}, {""variable_name"": ""IPA_10"", ""label"": ""Refusal"", ""code"": ""8"", ""frequency"": ""0"", ""weighted_frequency"": ""0"", ""percent"": ""0""}, {""variable_name"": ""IPA_10"", ""label"": ""Not stated"", ""code"": ""9"", ""frequency"": ""19"", ""weighted_frequency"": ""16167"", ""percent"": ""0.1""}]"
IPA_20,1.0,527,IPA_Q20,Longest leave due to caregiving responsibilities - Unit,How long was your longest leave?,IPA_10 = 1,,"General Social Survey, Caregiving and Care Receiving, 2018.","[{""variable_name"": ""IPA_20"", ""label"": ""Days"", ""code"": ""1"", ""frequency"": ""366"", ""weighted_frequency"": ""489709"", ""percent"": ""1.6""}, {""variable_name"": ""IPA_20"", ""label"": ""Weeks"", ""code"": ""2"", ""frequency"": ""272"", ""weighted_frequency"": ""242180"", ""percent"": ""0.8""}, {""variable_name"": ""IPA_20"", ""label"": ""Months"", ""code"": ""3"", ""frequency"": ""257"", ""weighted_frequency"": ""236938"", ""percent"": ""0.8""}, {""variable_name"": ""IPA_20"", ""label"": ""Y ears"", ""code"": ""4"", ""frequency"": ""76"", ""weighted_frequency"": ""68885"", ""percent"": ""0.2""}, {""variable_name"": ""IPA_20"", ""label"": ""Valid skip"", ""code"": ""6"", ""frequency"": ""19283"", ""weighted_frequency"": ""29712628"", ""percent"": ""96.6""}, {""variable_name"": ""IPA_20"", ""label"": ""Don't know"", ""code"": ""7"", ""frequency"": ""0"", ""weighted_frequency"": ""0"", ""percent"": ""0""}, {""variable_name"": ""IPA_20"", ""label"": ""Refusal"", ""code"": ""8"", ""frequency"": ""0"", ""weighted_frequency"": ""0"", ""percent"": ""0""}, {""variable_name"": ""IPA_20"", ""label"": ""Not stated"", ""code"": ""9"", ""frequency"": ""4"", ""weighted_frequency"": ""4846"", ""percent"": ""0.0""}]"
IPA_21C,1.0,528,,Longest leave due to caregiving responsibilities - Days,,IPA_20 = 1,,"General Social Survey, Caregiving and Care Receiving, 2018.","[{""variable_name"": ""IPA_21C"", ""label"": ""None"", ""code"": ""0"", ""frequency"": ""0"", ""weighted_frequency"": ""0"", ""percent"": ""0""}, {""variable_name"": ""IPA_21C"", ""label"": ""Number of days"", ""code"": ""1 - 4"", ""frequency"": ""242"", ""weighted_frequency"": ""344708"", ""percent"": ""1.1""}, {""variable_name"": ""IPA_21C"", ""label"": ""5 or more"", ""code"": ""5"", ""frequency"": ""113"", ""weighted_frequency"": ""130662"", ""percent"": ""0.4""}, {""variable_name"": ""IPA_21C"", ""label"": ""Valid skip"", ""code"": ""6"", ""frequency"": ""19892"", ""weighted_frequency"": ""30265476"", ""percent"": ""98.4""}, {""variable_name"": ""IPA_21C"", ""label"": ""Don't know"", ""code"": ""7"", ""frequency"": ""0"", ""weighted_frequency"": ""0"", ""percent"": ""0""}, {""variable_name"": ""IPA_21C"", ""label"": ""Refusal"", ""code"": ""8"", ""frequency"": ""0"", ""weighted_frequency"": ""0"", ""percent"": ""0""}, {""variable_name"": ""IPA_21C"", ""label"": ""Not stated"", ""code"": ""9"", ""frequency"": ""11"", ""weighted_frequency"": ""14338"", ""percent"": ""0.0""}]"
IPA_22C,1.0,529,,Longest leave due to caregiving responsibilities - Weeks,,IPA_20 = 2,,"Enquête sociale générale, Soins donnés et reçus, 2018.","[{""variable_name"": ""IPA_22C"", ""label"": ""None"", ""code"": ""0"", ""frequency"": ""0"", ""weighted_frequency"": ""0"", ""percent"": ""0""}, {""variable_name"": ""IPA_22C"", ""label"": ""Number of weeks"", ""code"": ""1 - 4"", ""frequency"": ""215"", ""weighted_frequency"": ""194280"", ""percent"": ""0.6""}, {""variable_name"": ""IPA_22C"", ""label"": ""5 or more"", ""code"": ""5"", ""frequency"": ""55"", ""weighted_frequency"": ""43868"", ""percent"": ""0.1""}, {""variable_name"": ""IPA_22C"", ""label"": ""Valid skip"", ""code"": ""6"", ""frequency"": ""19986"", ""weighted_frequency"": ""30513005"", ""percent"": ""99.2""}, {""variable_name"": ""IPA_22C"", ""label"": ""Don't know"", ""code"": ""7"", ""frequency"": ""0"", ""weighted_frequency"": ""0"", ""percent"": ""0""}, {""variable_name"": ""IPA_22C"", ""label"": ""Refusal"", ""code"": ""8"", ""frequency"": ""0"", ""weighted_frequency"": ""0"", ""percent"": ""0""}, {""variable_name"": ""IPA_22C"", ""label"": ""Not stated"", ""code"": ""9"", ""frequency"": ""2"", ""weighted_frequency"": ""4032"", ""percent"": ""0.0""}]"
IPA_23C,1.0,530,,Longest leave due to caregiving responsibilities - Months,,IPA_20 = 3,,"General Social Survey, Caregiving and Care Receiving, 2018.","[{""variable_name"": ""IPA_23C"", ""label"": ""None"", ""code"": ""0"", ""frequency"": ""0"", ""weighted_frequency"": ""0"", ""percent"": ""0""}, {""variable_name"": ""IPA_23C"", ""label"": ""Number of months"", ""code"": ""1 - 4"", ""frequency"": ""174"", ""weighted_frequency"": ""149208"", ""percent"": ""0.5""}, {""variable_name"": ""IPA_23C"", ""label"": ""5 or more"", ""code"": ""5"", ""frequency"": ""82"", ""weighted_frequency"": ""83527"", ""percent"": ""0.3""}, {""variable_name"": ""IPA_23C"", ""label"": ""Valid skip"", ""code"": ""6"", ""frequency"": ""20001"", ""weighted_frequency"": ""30518247"", ""percent"": ""99.2""}, {""variable_name"": ""IPA_23C"", ""label"": ""Don't know"", ""code"": ""7"", ""frequency"": ""0"", ""weighted_frequency"": ""0"", ""percent"": ""0""}, {""variable_name"": ""IPA_23C"", ""label"": ""Refusal"", ""code"": ""8"", ""frequency"": ""0"", ""weighted_frequency"": ""0"", ""percent"": ""0""}, {""variable_name"": ""IPA_23C"", ""label"": ""Not stated"", ""code"": ""9"", ""frequency"": ""1"", ""weighted_frequency"": ""4203"", ""percent"": ""0.0""}]"
IPA_24C,1.0,531,,Longest leave due to caregiving responsibilities - Y ears,,IPA_20 = 4,,"General Social Survey, Caregiving and Care Receiving, 2018.","[{""variable_name"": ""IPA_24C"", ""label"": ""One year"", ""code"": ""1"", ""frequency"": ""29"", ""weighted_frequency"": ""22619"", ""percent"": ""0.1""}, {""variable_name"": ""IPA_24C"", ""label"": ""More than one year"", ""code"": ""2"", ""frequency"": ""47"", ""weighted_frequency"": ""46266"", ""percent"": ""0.2""}, {""variable_name"": ""IPA_24C"", ""label"": ""Valid skip"", ""code"": ""6"", ""frequency"": ""20182"", ""weighted_frequency"": ""30686300"", ""percent"": ""99.8""}, {""variable_name"": ""IPA_24C"", ""label"": ""Don't know"", ""code"": ""7"", ""frequency"": ""0"", ""weighted_frequency"": ""0"", ""percent"": ""0""}, {""variable_name"": ""IPA_24C"", ""label"": ""Refusal"", ""code"": ""8"", ""frequency"": ""0"", ""weighted_frequency"": ""0"", ""percent"": ""0""}, {""variable_name"": ""IPA_24C"", ""label"": ""Not stated"", ""code"": ""9"", ""frequency"": ""0"", ""weighted_frequency"": ""0"", ""percent"": ""0""}]"
IPA_30,1.0,532,IPA_Q30,Longest leave due to caregiving responsibilities - Paid/unpaid,Was this leave paid or unpaid?,IPA_10 = 1,,"General Social Survey, Caregiving and Care Receiving, 2018.","[{""variable_name"": ""IPA_30"", ""label"": ""Paid"", ""code"": ""1"", ""frequency"": ""368"", ""weighted_frequency"": ""390996"", ""percent"": ""1.3""}, {""variable_name"": ""IPA_30"", ""label"": ""Unpaid"", ""code"": ""2"", ""frequency"": ""486"", ""weighted_frequency"": ""528710"", ""percent"": ""1.7""}, {""variable_name"": ""IPA_30"", ""label"": ""Partly paid"", ""code"": ""3"", ""frequency"": ""113"", ""weighted_frequency"": ""112285"", ""percent"": ""0.4""}, {""variable_name"": ""IPA_30"", ""label"": ""Valid skip"", ""code"": ""6"", ""frequency"": ""19283"", ""weighted_frequency"": ""29712628"", ""percent"": ""96.6""}, {""variable_name"": ""IPA_30"", ""label"": ""Don't know"", ""code"": ""7"", ""frequency"": ""0"", ""weighted_frequency"": ""0"", ""percent"": ""0""}, {""variable_name"": ""IPA_30"", ""label"": ""Refusal"", ""code"": ""8"", ""frequency"": ""0"", ""weighted_frequency"": ""0"", ""percent"": ""0""}, {""variable_name"": ""IPA_30"", ""label"": ""Not stated"", ""code"": ""9"", ""frequency"": ""8"", ""weighted_frequency"": ""10565"", ""percent"": ""0.0""}]"
IPA_35C,2.0,533,,Longest leave due to caregiving responsibilities - Annual earnings,,IPA_30 = 2,What were your annual earnings before taxes from this job?,"General Social Survey, Caregiving and Care Receiving, 2018.","[{""variable_name"": ""IPA_35C"", ""label"": ""Less than $10,000"", ""code"": ""01"", ""frequency"": ""31"", ""weighted_frequency"": ""28241"", ""percent"": ""0.1""}, {""variable_name"": ""IPA_35C"", ""label"": ""$10,000 to less than $19,999"", ""code"": ""02"", ""frequency"": ""49"", ""weighted_frequency"": ""66119"", ""percent"": ""0.2""}, {""variable_name"": ""IPA_35C"", ""label"": ""$20,000 to less than $29,999"", ""code"": ""03"", ""frequency"": ""84"", ""weighted_frequency"": ""104580"", ""percent"": ""0.3""}, {""variable_name"": ""IPA_35C"", ""label"": ""$30,000 to less than $39,999"", ""code"": ""04"", ""frequency"": ""61"", ""weighted_frequency"": ""64114"", ""percent"": ""0.2""}, {""variable_name"": ""IPA_35C"", ""label"": ""$40,000 to less than $49,999"", ""code"": ""05"", ""frequency"": ""58"", ""weighted_frequency"": ""53864"", ""percent"": ""0.2""}, {""variable_name"": ""IPA_35C"", ""label"": ""$50,000 to less than $59,999"", ""code"": ""06"", ""frequency"": ""40"", ""weighted_frequency"": ""44901"", ""percent"": ""0.1""}, {""variable_name"": ""IPA_35C"", ""label"": ""$60,000 to less than $79,999"", ""code"": ""07"", ""frequency"": ""40"", ""weighted_frequency"": ""47658"", ""percent"": ""0.2""}, {""variable_name"": ""IPA_35C"", ""label"": ""$80,000 to less than $99,999"", ""code"": ""08"", ""frequency"": ""21"", ""weighted_frequency"": ""25902"", ""percent"": ""0.1""}, {""variable_name"": ""IPA_35C"", ""label"": ""$100,000 or more"", ""code"": ""09"", ""frequency"": ""16"", ""weighted_frequency"": ""13488"", ""percent"": ""0.0""}, {""variable_name"": ""IPA_35C"", ""label"": ""Valid skip"", ""code"": ""96"", ""frequency"": ""19772"", ""weighted_frequency"": ""30226474"", ""percent"": ""98.3""}, {""variable_name"": ""IPA_35C"", ""label"": ""Don't know"", ""code"": ""97"", ""frequency"": ""0"", ""weighted_frequency"": ""0"", ""percent"": ""0""}, {""variable_name"": ""IPA_35C"", ""label"": ""Refusal"", ""code"": ""98"", ""frequency"": ""0"", ""weighted_frequency"": ""0"", ""percent"": ""0""}, {""variable_name"": ""IPA_35C"", ""label"": ""Not stated"", ""code"": ""99"", ""frequency"": ""86"", ""weighted_frequency"": ""79842"", ""percent"": ""0.3""}]"
IPE_10GR,1.0,535,,Quit job due to caregiving resp. - Frequency - Prior to past 12 months,,DV_PROXY = 2 and IPL_05 = 1,,"General Social Survey, Caregiving and Care Receiving, 2018.","[{""variable_name"": ""IPE_10GR"", ""label"": ""Never"", ""code"": ""0"", ""frequency"": ""3440"", ""weighted_frequency"": ""3560064"", ""percent"": ""11.6""}, {""variable_name"": ""IPE_10GR"", ""label"": ""Once"", ""code"": ""1"", ""frequency"": ""244"", ""weighted_frequency"": ""254709"", ""percent"": ""0.8""}, {""variable_name"": ""IPE_10GR"", ""label"": ""Twice"", ""code"": ""2"", ""frequency"": ""40"", ""weighted_frequency"": ""73776"", ""percent"": ""0.2""}, {""variable_name"": ""IPE_10GR"", ""label"": ""Three times or more"", ""code"": ""3"", ""frequency"": ""60"", ""weighted_frequency"": ""76039"", ""percent"": ""0.2""}, {""variable_name"": ""IPE_10GR"", ""label"": ""Valid skip"", ""code"": ""6"", ""frequency"": ""16352"", ""weighted_frequency"": ""26671517"", ""percent"": ""86.7""}, {""variable_name"": ""IPE_10GR"", ""label"": ""Don't know"", ""code"": ""7"", ""frequency"": ""0"", ""weighted_frequency"": ""0"", ""percent"": ""0""}, {""variable_name"": ""IPE_10GR"", ""label"": ""Refusal"", ""code"": ""8"", ""frequency"": ""0"", ""weighted_frequency"": ""0"", ""percent"": ""0""}, {""variable_name"": ""IPE_10GR"", ""label"": ""Not stated"", ""code"": ""9"", ""frequency"": ""122"", ""weighted_frequency"": ""119081"", ""percent"": ""0.4""}]"
IPE_30A,1.0,536,,Circum. enable work while provide care - Available alternative care,"What circumstances would have enabled you to keep working while providing care at
the same time?
- Availability of acceptable alternative care",1 <= IPE_10 <= 999,,"General Social Survey, Caregiving and Care Receiving, 2018.","[{""variable_name"": ""IPE_30A"", ""label"": ""Y es"", ""code"": ""1"", ""frequency"": ""116"", ""weighted_frequency"": ""138115"", ""percent"": ""0.4""}, {""variable_name"": ""IPE_30A"", ""label"": ""No"", ""code"": ""2"", ""frequency"": ""228"", ""weighted_frequency"": ""266409"", ""percent"": ""0.9""}, {""variable_name"": ""IPE_30A"", ""label"": ""Valid skip"", ""code"": ""6"", ""frequency"": ""19914"", ""weighted_frequency"": ""30350661"", ""percent"": ""98.7""}, {""variable_name"": ""IPE_30A"", ""label"": ""Don't know"", ""code"": ""7"", ""frequency"": ""0"", ""weighted_frequency"": ""0"", ""percent"": ""0""}, {""variable_name"": ""IPE_30A"", ""label"": ""Refusal"", ""code"": ""8"", ""frequency"": ""0"", ""weighted_frequency"": ""0"", ""percent"": ""0""}, {""variable_name"": ""IPE_30A"", ""label"": ""Not stated"", ""code"": ""9"", ""frequency"": ""0"", ""weighted_frequency"": ""0"", ""percent"": ""0""}]"
IPE_30B,1.0,537,,Circumstances enable work while provide care - Affordable care,"What circumstances would have enabled you to keep working while providing care at
the same time?
- Affordable alternative care",1 <= IPE_10 <= 999,,"General Social Survey, Caregiving and Care Receiving, 2018.","[{""variable_name"": ""IPE_30B"", ""label"": ""Y es"", ""code"": ""1"", ""frequency"": ""97"", ""weighted_frequency"": ""104816"", ""percent"": ""0.3""}, {""variable_name"": ""IPE_30B"", ""label"": ""No"", ""code"": ""2"", ""frequency"": ""247"", ""weighted_frequency"": ""299708"", ""percent"": ""1.0""}, {""variable_name"": ""IPE_30B"", ""label"": ""Valid skip"", ""code"": ""6"", ""frequency"": ""19914"", ""weighted_frequency"": ""30350661"", ""percent"": ""98.7""}, {""variable_name"": ""IPE_30B"", ""label"": ""Don't know"", ""code"": ""7"", ""frequency"": ""0"", ""weighted_frequency"": ""0"", ""percent"": ""0""}, {""variable_name"": ""IPE_30B"", ""label"": ""Refusal"", ""code"": ""8"", ""frequency"": ""0"", ""weighted_frequency"": ""0"", ""percent"": ""0""}, {""variable_name"": ""IPE_30B"", ""label"": ""Not stated"", ""code"": ""9"", ""frequency"": ""0"", ""weighted_frequency"": ""0"", ""percent"": ""0""}]"
IPE_30C,1.0,538,,Circumstances enable work while provide care - Flexible work hours,"What circumstances would have enabled you to keep working while providing care at
the same time?
- Ability to work flexible hours",1 <= IPE_10 <= 999,,"General Social Survey, Caregiving and Care Receiving, 2018.","[{""variable_name"": ""IPE_30C"", ""label"": ""Y es"", ""code"": ""1"", ""frequency"": ""108"", ""weighted_frequency"": ""145001"", ""percent"": ""0.5""}, {""variable_name"": ""IPE_30C"", ""label"": ""No"", ""code"": ""2"", ""frequency"": ""236"", ""weighted_frequency"": ""259523"", ""percent"": ""0.8""}, {""variable_name"": ""IPE_30C"", ""label"": ""Valid skip"", ""code"": ""6"", ""frequency"": ""19914"", ""weighted_frequency"": ""30350661"", ""percent"": ""98.7""}, {""variable_name"": ""IPE_30C"", ""label"": ""Don't know"", ""code"": ""7"", ""frequency"": ""0"", ""weighted_frequency"": ""0"", ""percent"": ""0""}, {""variable_name"": ""IPE_30C"", ""label"": ""Refusal"", ""code"": ""8"", ""frequency"": ""0"", ""weighted_frequency"": ""0"", ""percent"": ""0""}, {""variable_name"": ""IPE_30C"", ""label"": ""Not stated"", ""code"": ""9"", ""frequency"": ""0"", ""weighted_frequency"": ""0"", ""percent"": ""0""}]"
IPE_30D,1.0,539,,Circumstances enable work while provide care - Fewer hours of work,"What circumstances would have enabled you to keep working while providing care at
the same time?
- Ability to work fewer hours",1 <= IPE_10 <= 999,,"General Social Survey, Caregiving and Care Receiving, 2018.","[{""variable_name"": ""IPE_30D"", ""label"": ""Y es"", ""code"": ""1"", ""frequency"": ""90"", ""weighted_frequency"": ""119232"", ""percent"": ""0.4""}, {""variable_name"": ""IPE_30D"", ""label"": ""No"", ""code"": ""2"", ""frequency"": ""254"", ""weighted_frequency"": ""285292"", ""percent"": ""0.9""}, {""variable_name"": ""IPE_30D"", ""label"": ""Valid skip"", ""code"": ""6"", ""frequency"": ""19914"", ""weighted_frequency"": ""30350661"", ""percent"": ""98.7""}, {""variable_name"": ""IPE_30D"", ""label"": ""Don't know"", ""code"": ""7"", ""frequency"": ""0"", ""weighted_frequency"": ""0"", ""percent"": ""0""}, {""variable_name"": ""IPE_30D"", ""label"": ""Refusal"", ""code"": ""8"", ""frequency"": ""0"", ""weighted_frequency"": ""0"", ""percent"": ""0""}, {""variable_name"": ""IPE_30D"", ""label"": ""Not stated"", ""code"": ""9"", ""frequency"": ""0"", ""weighted_frequency"": ""0"", ""percent"": ""0""}]"
IPE_30E,1.0,540,,Circumstances enable work while provide care - Help from family,"What circumstances would have enabled you to keep working while providing care at
the same time?
- Help from family",1 <= IPE_10 <= 999,,"General Social Survey, Caregiving and Care Receiving, 2018.","[{""variable_name"": ""IPE_30E"", ""label"": ""Y es"", ""code"": ""1"", ""frequency"": ""133"", ""weighted_frequency"": ""147174"", ""percent"": ""0.5""}, {""variable_name"": ""IPE_30E"", ""label"": ""No"", ""code"": ""2"", ""frequency"": ""211"", ""weighted_frequency"": ""257350"", ""percent"": ""0.8""}, {""variable_name"": ""IPE_30E"", ""label"": ""Valid skip"", ""code"": ""6"", ""frequency"": ""19914"", ""weighted_frequency"": ""30350661"", ""percent"": ""98.7""}, {""variable_name"": ""IPE_30E"", ""label"": ""Don't know"", ""code"": ""7"", ""frequency"": ""0"", ""weighted_frequency"": ""0"", ""percent"": ""0""}, {""variable_name"": ""IPE_30E"", ""label"": ""Refusal"", ""code"": ""8"", ""frequency"": ""0"", ""weighted_frequency"": ""0"", ""percent"": ""0""}, {""variable_name"": ""IPE_30E"", ""label"": ""Not stated"", ""code"": ""9"", ""frequency"": ""0"", ""weighted_frequency"": ""0"", ""percent"": ""0""}]"
